334 : False	2	0.500	1.000	0.250
46 : False	1	0.000	0.500	0.750
5 : False	4	0.250	1.000	0.375
8 : False	6	0.167	1.000	0.417
83 : False	3	0.333	0.333	0.667
74 : False	3	0.333	1.000	0.333
56 : False	1	0.000	0.667	0.667
22 : False	1	0.000	0.444	0.778
25 : False	1	1.000	1.000	0.000
138 : False	1	1.000	0.250	0.375
144 : True	3	0.667	0.714	0.310
159 : False	2	0.000	1.000	0.500
66 : False	2	0.000	0.111	0.944
71 : False	1	0.000	0.667	0.667
183 : False	3	0.000	1.000	0.500
196 : False	6	0.000	0.667	0.667
199 : True	2	1.000	0.857	0.071
226 : False	1	0.000	0.667	0.667
223 : True	8	0.375	1.000	0.312
168 : False	2	1.000	0.375	0.312
253 : True	7	0.286	0.750	0.482
279 : False	2	0.500	0.500	0.500
339 : True	4	0.500	1.000	0.250
439 : True	11	0.182	0.667	0.576
449 : True	15	0.067	1.000	0.467
495 : False	2	0.000	0.500	0.750
485 : False	3	0.333	0.750	0.458
511 : False	3	0.333	0.625	0.521
364 : False	8	0.000	0.571	0.714
530 : False	1	1.000	0.250	0.375
1005 : False	1	1.000	0.286	0.357
284 : False	1	0.000	0.333	0.833
557 : False	1	0.000	0.333	0.833
561 : False	1	0.000	0.333	0.833
569 : False	3	0.333	0.333	0.667
582 : False	1	0.000	0.571	0.714
603 : False	1	0.000	0.750	0.625
601 : False	1	0.000	0.556	0.722
634 : False	1	1.000	0.429	0.286
588 : False	5	0.400	0.333	0.633
666 : False	1	0.000	0.667	0.667
358 : False	1	1.000	0.250	0.375
749 : False	4	0.250	0.333	0.708
776 : True	12	0.167	0.667	0.583
795 : False	1	0.000	0.875	0.562
881 : False	1	0.000	0.625	0.688
887 : True	5	0.400	1.000	0.300
110 : False	2	0.000	0.143	0.929
900 : False	1	1.000	0.111	0.444
919 : True	28	0.107	1.000	0.446
961 : False	3	0.000	0.444	0.778
101 : False	2	0.500	0.333	0.583
930 : True	25	0.080	1.000	0.460
996 : False	1	0.000	0.111	0.944
1028 : False	3	0.333	0.500	0.583
1036 : False	3	0.333	0.667	0.500
1080 : False	1	0.000	0.333	0.833
1106 : False	2	0.000	0.375	0.812
1118 : False	1	1.000	0.667	0.167
1124 : False	4	0.250	0.750	0.500
18462 : False	3	0.333	0.286	0.690
1135 : False	2	0.000	0.000	1.000
1146 : False	3	0.000	0.333	0.833
307 : False	1	0.000	0.286	0.857
1154 : False	3	0.333	0.222	0.722
386 : True	3	0.667	0.250	0.542
1215 : False	2	0.500	0.250	0.625
1307 : True	3	0.667	0.778	0.278
1329 : False	1	0.000	0.500	0.750
1347 : False	4	0.000	0.333	0.833
1381 : False	4	0.500	1.000	0.250
1390 : False	6	0.167	0.444	0.694
1417 : False	1	1.000	0.000	0.500
264 : False	10	0.100	0.750	0.575
1475 : False	1	0.000	0.333	0.833
1540 : False	1	0.000	0.333	0.833
1224 : False	3	0.333	0.125	0.771
1351 : False	1	0.000	0.286	0.857
1709 : False	11	0.091	0.667	0.621
1573 : False	3	0.333	0.333	0.667
1636 : False	2	1.000	0.286	0.357
1637 : False	2	0.500	0.333	0.583
478 : False	1	1.000	0.222	0.389
1663 : False	4	0.250	0.143	0.804
1725 : False	2	0.000	0.250	0.875
1737 : False	3	0.333	0.500	0.583
1739 : False	1	0.000	0.556	0.722
261 : False	2	0.500	0.286	0.607
1764 : False	1	1.000	0.500	0.250
1789 : False	1	0.000	0.222	0.889
1784 : False	1	1.000	0.333	0.333
1808 : True	10	0.200	1.000	0.400
1815 : False	1	0.000	0.125	0.938
892 : False	2	0.000	0.333	0.833
1909 : True	9	0.222	0.556	0.611
1913 : False	1	0.000	0.286	0.857
1934 : False	5	0.200	0.286	0.757
1951 : False	3	0.333	0.333	0.667
1050 : False	1	1.000	0.429	0.286
696 : False	7	0.143	0.556	0.651
5792 : False	3	0.333	0.667	0.500
2002 : False	1	0.000	0.000	1.000
2030 : False	1	0.000	0.222	0.889
2040 : False	3	0.333	0.222	0.722
2046 : False	1	1.000	0.222	0.389
2456 : False	2	0.500	0.667	0.417
2052 : False	1	0.000	0.143	0.929
2077 : False	5	0.200	0.500	0.650
2078 : False	1	0.000	0.143	0.929
2083 : False	2	0.500	0.333	0.583
2071 : False	4	0.000	0.333	0.833
1979 : False	5	0.200	0.444	0.678
2108 : False	1	0.000	0.250	0.875
2127 : False	3	0.333	0.029	0.819
2111 : False	4	0.250	0.143	0.804
2113 : False	2	0.000	0.250	0.875
2101 : True	10	0.300	0.571	0.564
1256 : False	1	0.000	0.014	0.993
2126 : False	1	0.000	0.143	0.929
2129 : False	1	1.000	0.286	0.357
2132 : False	2	0.000	0.000	1.000
578 : False	3	0.333	0.111	0.778
2134 : False	1	0.000	0.111	0.944
1785 : False	3	0.333	0.029	0.819
2137 : True	5	0.400	1.000	0.300
2141 : False	6	0.333	0.143	0.762
1894 : False	5	0.200	0.333	0.733
2144 : False	7	0.143	0.333	0.762
1314 : False	2	0.000	0.143	0.929
2147 : False	3	0.667	0.111	0.611
