775 : False	7	0.143	0.111	0.873
776 : False	4	0.250	0.333	0.708
778 : False	1	1.000	0.667	0.167
781 : True	4	1.000	0.667	0.167
782 : False	1	0.000	0.111	0.944
789 : False	1	0.000	0.333	0.833
650 : False	1	0.000	0.040	0.980
791 : False	1	1.000	0.000	0.500
795 : False	7	0.429	0.667	0.452
799 : False	1	1.000	0.125	0.438
812 : False	1	1.000	0.111	0.444
807 : False	2	1.000	0.333	0.333
687 : False	1	1.000	0.000	0.500
805 : False	1	1.000	0.049	0.476
394 : False	1	1.000	0.125	0.438
830 : False	2	0.500	0.333	0.583
6967 : True	3	0.667	0.200	0.567
