334 : False	1	0.000	0.333	0.833
5 : False	1	0.000	0.500	0.750
22 : False	1	0.000	0.333	0.833
25 : False	1	0.000	0.500	0.750
142 : False	3	0.667	0.167	0.583
144 : False	1	0.000	0.400	0.800
159 : False	1	0.000	0.600	0.700
174 : False	1	1.000	0.200	0.400
183 : False	1	0.000	0.667	0.667
196 : False	3	0.333	0.833	0.417
226 : False	2	0.500	0.333	0.583
220 : False	2	0.000	0.012	0.994
223 : False	3	0.333	0.500	0.583
253 : True	8	0.250	0.800	0.475
266 : False	1	1.000	0.333	0.333
59 : False	1	1.000	0.222	0.389
317 : False	1	0.000	0.167	0.917
279 : False	6	0.167	0.600	0.617
339 : False	3	0.333	0.444	0.611
300 : False	1	0.000	0.167	0.917
442 : False	1	1.000	0.667	0.167
438 : False	1	0.000	0.333	0.833
449 : True	19	0.158	0.889	0.477
476 : False	1	1.000	0.012	0.494
511 : False	2	0.000	0.400	0.800
364 : True	5	0.400	1.000	0.300
557 : False	4	0.250	0.200	0.775
569 : False	1	1.000	0.200	0.400
582 : False	6	0.167	0.833	0.500
601 : False	1	1.000	1.000	0.000
660 : False	2	0.000	0.012	0.994
686 : False	4	0.250	0.400	0.675
795 : True	10	0.300	0.889	0.406
851 : False	1	0.000	0.000	1.000
887 : False	7	0.000	0.556	0.722
888 : False	4	0.250	0.200	0.775
847 : False	1	1.000	0.200	0.400
919 : True	31	0.097	1.000	0.452
957 : False	1	0.000	0.111	0.944
961 : False	1	0.000	0.333	0.833
977 : False	1	1.000	0.222	0.389
101 : False	2	0.500	0.500	0.500
930 : True	20	0.050	0.833	0.558
1004 : False	3	0.333	0.111	0.778
1028 : False	3	0.333	0.600	0.533
1036 : False	3	0.333	0.556	0.556
1080 : False	2	0.000	0.222	0.889
1106 : False	1	0.000	0.222	0.889
1112 : False	2	0.500	0.444	0.528
18462 : False	3	0.333	0.167	0.750
1248 : False	1	0.000	0.000	1.000
1279 : False	3	0.333	0.200	0.733
1291 : False	3	0.333	0.400	0.633
1307 : False	3	0.000	0.667	0.667
1329 : True	8	0.250	0.800	0.475
1381 : True	9	0.333	0.889	0.389
1390 : False	2	0.000	0.400	0.800
264 : False	2	0.000	0.400	0.800
1513 : False	3	0.333	0.200	0.733
1709 : False	2	0.500	0.400	0.550
1569 : False	6	0.167	0.200	0.817
1643 : False	5	0.200	0.200	0.800
1679 : False	1	0.000	0.200	0.900
1763 : False	2	0.000	0.200	0.900
1739 : False	7	0.000	0.667	0.667
1764 : False	2	0.000	0.400	0.800
1777 : False	1	0.000	0.333	0.833
1795 : False	1	0.000	0.012	0.994
1784 : False	2	0.500	0.200	0.650
1808 : False	3	0.000	0.333	0.833
892 : False	2	0.000	0.200	0.900
1909 : False	2	1.000	0.600	0.200
1934 : False	2	0.500	0.500	0.500
1929 : False	2	0.000	0.167	0.917
2028 : False	1	0.000	0.200	0.900
2040 : False	6	0.167	0.333	0.750
2456 : False	3	0.000	0.200	0.900
1979 : False	2	0.000	0.500	0.750
2144 : False	1	1.000	0.444	0.278
2148 : False	2	0.000	0.222	0.889
2166 : False	1	0.000	0.200	0.900
2116 : True	18	0.111	0.800	0.544
2322 : True	6	0.333	0.833	0.417
2073 : False	1	0.000	0.037	0.981
1583 : False	1	0.000	0.222	0.889
82 : False	1	1.000	0.037	0.481
11954 : False	1	0.000	0.062	0.969
1670 : False	2	0.500	0.800	0.350
1474 : False	2	0.000	0.000	1.000
446 : False	2	0.000	0.000	1.000
2454 : False	3	0.000	0.000	1.000
2470 : False	1	0.000	0.025	0.988
2472 : False	1	0.000	0.000	1.000
2479 : False	1	1.000	0.167	0.417
2488 : False	4	0.250	0.200	0.775
2489 : False	4	0.250	0.333	0.708
2498 : False	1	0.000	0.000	1.000
2513 : False	2	0.000	0.012	0.994
2510 : False	2	0.000	0.167	0.917
2566 : False	3	0.333	0.012	0.827
2516 : False	4	0.500	0.000	0.750
2526 : False	1	1.000	0.200	0.400
1497 : False	2	0.500	0.012	0.744
2535 : True	7	0.429	0.444	0.563
2536 : False	1	0.000	0.200	0.900
2539 : False	3	0.333	0.400	0.633
2540 : False	2	0.500	0.000	0.750
2546 : False	1	0.000	0.012	0.994
2549 : False	4	0.250	0.012	0.869
2131 : False	2	0.500	0.200	0.650
2564 : False	3	0.333	0.000	0.833
2571 : False	3	0.333	0.012	0.827
2443 : False	5	0.200	0.167	0.817
2306 : False	1	0.000	0.167	0.917
2582 : False	1	1.000	0.000	0.500
2586 : False	8	0.125	0.222	0.826
2585 : False	3	0.667	0.012	0.660
2587 : False	2	0.000	0.012	0.994
2589 : False	1	1.000	0.200	0.400
2592 : False	3	0.000	0.200	0.900
2591 : True	4	0.500	1.000	0.250
2590 : False	3	0.333	0.111	0.778
2597 : False	1	1.000	0.200	0.400
2293 : False	1	0.000	0.167	0.917
2601 : True	4	0.500	0.025	0.738
2604 : False	2	0.500	0.200	0.650
2610 : False	3	0.000	0.000	1.000
2605 : False	4	0.250	0.000	0.875
2617 : False	2	0.000	0.200	0.900
2616 : False	4	0.500	0.200	0.650
2624 : False	2	0.000	0.200	0.900
2622 : True	3	0.667	0.600	0.367
1720 : False	2	0.500	0.200	0.650
2629 : False	4	0.250	0.200	0.775
2634 : False	1	0.000	0.200	0.900
2669 : True	2	1.000	0.500	0.250
2643 : False	1	0.000	0.111	0.944
2638 : False	3	0.000	0.012	0.994
2644 : False	2	0.500	0.800	0.350
2641 : False	3	0.333	0.200	0.733
2645 : True	4	0.500	0.800	0.350
2599 : False	3	0.333	0.000	0.833
2649 : False	1	1.000	0.000	0.500
2654 : False	1	1.000	0.000	0.500
2659 : False	3	0.333	0.012	0.827
2660 : False	1	0.000	0.000	1.000
2664 : False	2	0.500	0.200	0.650
2665 : False	4	0.500	0.200	0.650
2652 : False	1	1.000	0.200	0.400
2667 : False	2	0.500	0.000	0.750
2676 : False	1	1.000	0.012	0.494
