334 : False	1	0.000	0.857	0.571
5 : False	3	0.000	0.857	0.571
8 : False	1	1.000	1.000	0.000
74 : True	4	0.500	1.000	0.250
62 : False	2	0.000	0.400	0.800
139 : False	2	0.500	0.333	0.583
144 : False	5	0.200	1.000	0.400
71 : False	4	0.000	1.000	0.500
183 : True	29	0.276	1.000	0.362
85 : False	1	0.000	0.333	0.833
196 : False	2	0.500	1.000	0.250
198 : False	1	1.000	0.714	0.143
215 : False	1	0.000	0.667	0.667
1356 : False	2	0.000	0.500	0.750
226 : False	1	0.000	0.500	0.750
210 : False	1	1.000	0.500	0.250
219 : False	2	0.000	0.333	0.833
253 : True	3	0.667	0.857	0.238
302 : False	6	0.167	0.286	0.774
333 : False	1	0.000	0.200	0.900
279 : True	17	0.118	1.000	0.441
442 : False	2	0.000	0.833	0.583
495 : False	4	0.000	0.800	0.600
506 : False	1	1.000	0.038	0.481
501 : False	3	0.333	0.400	0.633
364 : False	6	0.167	0.714	0.560
557 : False	1	0.000	0.600	0.700
582 : False	3	0.333	0.714	0.476
609 : False	1	0.000	0.600	0.700
601 : False	1	0.000	0.600	0.700
29 : False	1	0.000	0.429	0.786
776 : False	1	0.000	0.714	0.643
795 : False	1	1.000	1.000	0.000
830 : False	1	0.000	1.000	0.500
833 : False	1	0.000	0.200	0.900
887 : False	2	0.000	0.750	0.625
847 : False	1	1.000	0.500	0.250
919 : True	38	0.053	1.000	0.474
961 : False	1	0.000	0.600	0.700
930 : True	23	0.217	1.000	0.391
1036 : False	3	0.000	0.800	0.600
976 : False	1	1.000	0.250	0.375
1080 : False	1	0.000	0.429	0.786
1118 : False	1	0.000	0.833	0.583
1146 : False	1	0.000	0.667	0.667
307 : False	2	0.500	0.429	0.536
1307 : False	2	0.500	0.857	0.321
1313 : False	1	0.000	0.250	0.875
1329 : False	1	1.000	0.600	0.200
1349 : False	1	0.000	0.250	0.875
1381 : False	1	0.000	0.800	0.600
1390 : False	2	0.000	0.714	0.643
264 : True	6	0.333	0.833	0.417
1489 : False	1	0.000	0.143	0.929
1496 : False	2	0.500	0.400	0.550
179 : False	3	0.333	0.800	0.433
1709 : False	5	0.200	0.571	0.614
616 : False	2	0.500	0.167	0.667
1451 : False	1	0.000	0.200	0.900
1643 : False	2	0.000	0.667	0.667
1657 : False	2	0.000	0.333	0.833
656 : False	1	0.000	0.800	0.600
230 : False	3	0.000	0.500	0.750
1763 : True	12	0.167	0.600	0.617
2025 : False	1	1.000	0.333	0.333
1739 : False	3	0.333	0.600	0.533
261 : False	2	0.500	0.286	0.607
1764 : False	7	0.143	0.714	0.571
1909 : False	5	0.200	0.833	0.483
1934 : False	2	0.000	0.500	0.750
1566 : False	7	0.143	0.200	0.829
1871 : False	2	0.000	0.500	0.750
1973 : False	2	0.500	0.286	0.607
1977 : False	3	0.333	0.167	0.750
1893 : False	1	0.000	0.600	0.700
696 : False	3	0.333	0.500	0.583
2043 : False	1	1.000	0.429	0.286
2126 : False	2	0.000	0.400	0.800
2129 : False	1	0.000	0.571	0.714
2144 : False	1	0.000	0.375	0.812
2148 : False	2	0.500	0.600	0.450
2164 : False	2	0.000	0.333	0.833
2067 : False	1	0.000	0.250	0.875
2168 : False	1	1.000	0.200	0.400
2261 : False	3	0.000	0.167	0.917
2116 : True	23	0.087	1.000	0.457
1371 : False	1	1.000	0.500	0.250
2310 : False	3	0.000	0.600	0.700
11954 : False	1	0.000	0.400	0.800
1445 : False	2	0.500	0.167	0.667
2392 : True	16	0.125	1.000	0.438
2407 : False	3	0.333	0.250	0.708
2473 : False	1	1.000	0.400	0.300
1720 : False	1	0.000	0.038	0.981
2669 : True	11	0.364	1.000	0.318
2645 : False	5	0.200	0.444	0.678
2665 : False	2	1.000	0.333	0.333
2725 : False	4	0.250	0.167	0.792
2721 : True	8	0.500	0.714	0.393
2773 : False	1	0.000	0.429	0.786
2775 : False	7	0.000	0.800	0.600
1265 : False	3	0.333	0.538	0.564
2817 : False	8	0.000	0.571	0.714
2824 : False	2	0.000	0.429	0.786
2842 : False	1	0.000	0.429	0.786
2544 : False	1	0.000	0.286	0.857
827 : False	2	0.500	0.200	0.650
2860 : False	3	0.000	0.714	0.643
2902 : False	1	1.000	0.571	0.214
2750 : False	2	0.500	0.667	0.417
2898 : False	1	0.000	0.500	0.750
2798 : False	3	0.333	0.286	0.690
704 : False	2	0.000	0.286	0.857
2970 : True	20	0.100	1.000	0.450
2975 : False	2	0.000	0.286	0.857
3489 : False	7	0.143	0.714	0.571
2984 : True	3	0.667	0.500	0.417
1283 : False	1	0.000	0.200	0.900
2958 : False	17	0.059	0.750	0.596
26 : True	13	0.154	1.000	0.423
3026 : False	2	0.500	0.167	0.667
3019 : True	4	0.750	0.625	0.312
3052 : False	1	1.000	0.000	0.500
2693 : False	1	0.000	0.167	0.917
3125 : False	2	0.500	0.250	0.625
1549 : False	1	0.000	0.286	0.857
3262 : False	1	1.000	0.200	0.400
2965 : False	3	0.333	0.571	0.548
3309 : False	3	0.333	0.429	0.619
2260 : False	1	0.000	0.167	0.917
3382 : False	12	0.083	0.571	0.673
3369 : False	1	1.000	0.750	0.125
1514 : False	2	0.500	0.333	0.583
227 : False	1	0.000	0.167	0.917
3567 : True	10	0.300	1.000	0.350
3577 : True	6	0.333	0.429	0.619
3699 : False	5	0.000	0.250	0.875
3732 : False	2	0.500	0.571	0.464
726 : False	1	1.000	0.333	0.333
3805 : False	2	0.000	0.500	0.750
3280 : False	2	0.500	0.400	0.550
3830 : False	4	0.250	0.286	0.732
3847 : False	1	0.000	0.143	0.929
3856 : False	1	1.000	0.250	0.375
3874 : False	9	0.111	0.429	0.730
3883 : False	2	0.000	0.200	0.900
3891 : False	2	0.500	0.400	0.550
3897 : False	6	0.167	0.400	0.717
3903 : True	13	0.154	0.600	0.623
3911 : True	27	0.074	0.857	0.534
3835 : False	1	1.000	0.167	0.417
3939 : False	1	0.000	0.038	0.981
1138 : False	4	0.250	0.167	0.792
3988 : False	1	0.000	0.143	0.929
3454 : False	3	0.333	0.167	0.750
4043 : False	2	0.000	0.125	0.938
3597 : False	3	0.000	0.400	0.800
4048 : False	6	0.167	0.286	0.774
4054 : False	3	0.667	0.250	0.542
4062 : False	2	0.000	0.200	0.900
3896 : False	1	1.000	0.200	0.400
4092 : False	1	0.000	0.200	0.900
4110 : False	7	0.143	0.500	0.679
4112 : False	2	0.000	0.143	0.929
4147 : False	1	0.000	0.400	0.800
1158 : False	1	0.000	0.250	0.875
1378 : False	1	1.000	0.077	0.462
2885 : False	1	1.000	0.167	0.417
4176 : False	1	0.000	0.231	0.885
4203 : False	1	0.000	0.200	0.900
4204 : False	3	0.333	0.200	0.733
4229 : False	1	1.000	0.167	0.417
4237 : False	2	0.500	0.286	0.607
595 : True	2	1.000	0.571	0.214
4253 : False	7	0.143	0.400	0.729
4262 : False	1	1.000	0.077	0.462
4257 : False	14	0.143	0.600	0.629
4278 : True	7	0.571	0.571	0.429
4282 : False	3	0.333	0.200	0.733
4286 : False	6	0.333	0.167	0.750
4290 : True	14	0.286	0.500	0.607
4292 : False	2	0.500	0.200	0.650
4281 : False	1	1.000	0.429	0.286
4265 : False	1	0.000	0.100	0.950
4346 : False	2	0.000	0.100	0.950
3074 : False	1	0.000	0.000	1.000
4297 : False	1	0.000	0.125	0.938
4301 : True	5	0.600	1.000	0.200
4307 : False	4	0.250	0.167	0.792
4306 : False	4	0.000	0.000	1.000
2280 : False	1	0.000	0.167	0.917
4312 : True	2	1.000	0.300	0.350
4313 : False	2	1.000	0.143	0.429
4316 : False	1	1.000	0.250	0.375
4320 : False	2	0.500	0.286	0.607
4319 : False	2	0.000	0.038	0.981
4322 : False	3	0.333	0.000	0.833
4325 : False	3	0.333	0.250	0.708
4327 : True	2	1.000	0.167	0.417
4326 : False	1	1.000	0.100	0.450
4329 : False	4	0.000	0.429	0.786
4331 : False	8	0.375	0.100	0.762
4340 : False	5	0.400	0.286	0.657
4341 : True	3	0.667	0.167	0.583
2339 : False	2	0.000	0.143	0.929
4338 : False	1	1.000	0.200	0.400
4342 : False	2	0.500	0.000	0.750
4345 : False	4	0.250	0.167	0.792
3542 : False	3	0.000	0.286	0.857
4349 : False	3	0.667	0.167	0.583
4337 : False	6	0.000	0.250	0.875
4348 : False	1	1.000	0.167	0.417
4352 : False	1	0.000	0.000	1.000
1856 : False	2	0.500	0.429	0.536
4358 : False	1	0.000	0.333	0.833
4356 : True	2	1.000	0.231	0.385
4361 : False	4	0.250	0.038	0.856
4359 : False	3	0.000	0.000	1.000
4367 : False	2	1.000	0.077	0.462
4368 : False	2	1.000	0.200	0.400
4370 : True	4	0.500	0.400	0.550
4372 : False	1	0.000	0.000	1.000
4374 : True	2	1.000	0.400	0.300
4240 : False	3	0.000	0.200	0.900
4375 : False	1	0.000	0.200	0.900
4379 : False	4	0.250	0.000	0.875
4384 : False	1	0.000	0.000	1.000
4383 : False	4	0.500	0.100	0.700
4385 : False	1	0.000	0.000	1.000
4390 : False	1	0.000	0.167	0.917
4394 : False	3	0.333	0.200	0.733
4386 : False	3	0.333	0.286	0.690
4380 : False	2	0.500	0.200	0.650
4399 : False	3	0.000	0.200	0.900
4400 : False	1	1.000	0.167	0.417
3994 : False	1	0.000	0.200	0.900
4401 : False	2	0.500	0.167	0.667
933 : False	1	1.000	0.000	0.500
4376 : True	5	0.400	1.000	0.300
4406 : False	1	1.000	0.000	0.500
4403 : False	2	0.000	0.200	0.900
4412 : False	2	0.500	0.200	0.650
527 : False	3	0.333	0.167	0.750
4416 : True	3	0.667	0.200	0.567
4402 : False	1	1.000	0.200	0.400
4423 : False	3	0.667	0.167	0.583
4422 : False	3	0.333	0.200	0.733
4420 : True	4	0.500	0.286	0.607
4425 : False	2	1.000	0.286	0.357
4429 : True	2	1.000	0.500	0.250
4360 : False	3	0.333	0.667	0.500
4426 : True	4	0.500	0.500	0.500
4433 : False	1	0.000	0.429	0.786
4432 : False	2	0.000	0.167	0.917
4431 : False	3	0.333	0.167	0.750
4441 : False	2	1.000	0.200	0.400
4440 : False	1	1.000	0.038	0.481
4445 : False	3	0.333	0.200	0.733
4450 : False	1	0.000	0.143	0.929
4446 : False	4	0.250	0.200	0.775
4455 : False	4	0.250	0.000	0.875
4456 : True	7	0.429	0.333	0.619
4457 : False	1	1.000	0.333	0.333
739 : False	3	0.333	0.250	0.708
4459 : False	1	0.000	0.200	0.900
2202 : False	1	0.000	0.000	1.000
4453 : False	1	1.000	0.167	0.417
4443 : False	3	0.000	0.143	0.929
4461 : False	1	0.000	0.167	0.917
4468 : False	7	0.143	0.167	0.845
3561 : False	4	0.000	0.286	0.857
2839 : False	1	0.000	0.143	0.929
4472 : False	2	0.500	0.167	0.667
4473 : False	1	1.000	0.286	0.357
4474 : False	1	1.000	0.167	0.417
4478 : False	4	0.000	0.400	0.800
4479 : False	2	0.500	0.333	0.583
914 : False	3	0.000	0.167	0.917
1876 : False	1	0.000	0.000	1.000
3172 : False	2	0.000	0.000	1.000
4470 : False	2	0.000	0.143	0.929
4483 : False	1	0.000	0.000	1.000
4484 : False	5	0.200	0.000	0.900
4487 : False	1	0.000	0.333	0.833
565 : False	2	0.500	0.200	0.650
4495 : False	1	0.000	0.286	0.857
3058 : False	3	0.000	0.600	0.700
3198 : False	3	0.333	0.038	0.814
4496 : False	2	0.500	0.000	0.750
4498 : False	2	0.500	0.000	0.750
4499 : False	2	0.500	0.038	0.731
